"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",11,"DZA","Algeria","2.23",2025,"","Ministère de la Poste et des Télécommunications; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",14,"AND","Andorra","17.42",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",14,"AND","Andorra","17.23",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",14,"AND","Andorra","11.57",2025,"","Andorra Telecom SAU; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",16,"ARG","Argentina","9.91",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",16,"ARG","Argentina","4.84",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",16,"ARG","Argentina","5.54",2025,"","Ente Nacional de Comunicaciones; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",17,"ARM","Armenia","5.17",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",17,"ARM","Armenia","5.14",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",17,"ARM","Armenia","5.56",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",18,"SAU","Saudi Arabia","23.0",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",18,"SAU","Saudi Arabia","19.93",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",18,"SAU","Saudi Arabia","19.93",2025,"","Communication and Information Technology Commission; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",20,"ATG","Antigua and Barbuda","38.89",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",20,"ATG","Antigua and Barbuda","39.63",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",20,"ATG","Antigua and Barbuda","42.59",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",23,"AUS","Australia","16.71",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",23,"AUS","Australia","16.48",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",23,"AUS","Australia","15.68",2025,"","Department of Infrastructure, Transport, Regional Development and Communications; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",24,"AUT","Austria","9.24",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",24,"AUT","Austria","9.14",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",24,"AUT","Austria","8.41",2025,"","Austrian Regulatory Authority for Broadcasting and Telecommunications; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",25,"AZE","Azerbaijan","5.12",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",25,"AZE","Azerbaijan","5.12",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",25,"AZE","Azerbaijan","5.12",2025,"","Ministry of Digital Development and Transport; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",27,"BRA","Brazil","6.06",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",27,"BRA","Brazil","5.75",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",27,"BRA","Brazil","4.96",2025,"","Agência Nacional de Telecomunicaçoes; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",28,"BHS","Bahamas","45.0",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",28,"BHS","Bahamas","45.0",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",28,"BHS","Bahamas","40.0",2025,"","Utilities Regulation and Competition Authority; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",29,"BDI","Burundi","4.78",2023,"","ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",29,"BDI","Burundi","4.13",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",29,"BDI","Burundi","5.34",2025,"","ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",30,"BEL","Belgium","18.5",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",30,"BEL","Belgium","18.29",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",30,"BEL","Belgium","15.78",2025,"","Belgian Institute for Postal Services and Telecommunications; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",31,"BEN","Benin","9.96",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",31,"BEN","Benin","9.19",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",31,"BEN","Benin","8.21",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",32,"BMU","Bermuda","60.0",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",32,"BMU","Bermuda","80.0",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",32,"BMU","Bermuda","80.0",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",33,"BFA","Burkina Faso","13.28",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",33,"BFA","Burkina Faso","7.71",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",33,"BFA","Burkina Faso","6.74",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",34,"BGD","Bangladesh","2.8",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",34,"BGD","Bangladesh","1.48",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",34,"BGD","Bangladesh","1.72",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",35,"BHR","Bahrain","13.3",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",35,"BHR","Bahrain","13.3",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",35,"BHR","Bahrain","13.3",2025,"","Telecommunications Regulatory Authority; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",37,"BLR","Belarus","3.26",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",37,"BLR","Belarus","2.97",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",37,"BLR","Belarus","4.51",2025,"","Ministry of Communications and Informatization; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",38,"BLZ","Belize","17.5",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",38,"BLZ","Belize","17.5",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",38,"BLZ","Belize","17.5",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",39,"BOL","Bolivia (Plurinational State of)","7.24",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",39,"BOL","Bolivia (Plurinational State of)","7.24",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",39,"BOL","Bolivia (Plurinational State of)","7.24",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",40,"BWA","Botswana","8.98",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",40,"BWA","Botswana","8.79",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",40,"BWA","Botswana","8.68",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",41,"BRB","Barbados","50.0",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",41,"BRB","Barbados","30.0",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",41,"BRB","Barbados","35.0",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",42,"MMR","Myanmar","5.14",2023,"","ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",42,"MMR","Myanmar","5.61",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",42,"MMR","Myanmar","4.04",2025,"","Posts and Telecommunications Department, Ministry of Transport and Communications and ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",43,"BRN","Brunei Darussalam","9.71",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",43,"BRN","Brunei Darussalam","9.61",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",43,"BRN","Brunei Darussalam","9.64",2025,"","Authority for Info-communications Technology Industry of Brunei Darussalam and ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",44,"BTN","Bhutan","4.23",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",44,"BTN","Bhutan","4.17",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",44,"BTN","Bhutan","4.37",2025,"","Government Technology Agency and ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",45,"BGR","Bulgaria","5.57",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",45,"BGR","Bulgaria","5.51",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",45,"BGR","Bulgaria","5.38",2025,"","Communications Regulation Commission; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",46,"CAF","Central African Rep.","26.4",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",46,"CAF","Central African Rep.","24.36",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",46,"CAF","Central African Rep.","23.8",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",47,"CAN","Canada","46.27",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",47,"CAN","Canada","45.4",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",47,"CAN","Canada","22.84",2025,"","Canadian Radio-television and Telecommunications Commission and ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",48,"KHM","Cambodia","4.0",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",48,"KHM","Cambodia","1.0",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",48,"KHM","Cambodia","1.0",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",49,"CHL","Chile","6.24",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",49,"CHL","Chile","5.35",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",49,"CHL","Chile","5.19",2025,"","Subsecretaría de Telecomunicaciones; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",50,"CHN","China","8.55",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",50,"CHN","China","8.28",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",50,"CHN","China","2.75",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",52,"COK","Cook Islands","25.68",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",52,"COK","Cook Islands","25.12",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",52,"COK","Cook Islands","23.56",2025,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",53,"COL","Colombia","6.33",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",53,"COL","Colombia","7.13",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",53,"COL","Colombia","6.89",2025,"","COMISION DE REGULACION DE COMUNICACIONES; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",54,"LKA","Sri Lanka","1.27",2023,"","ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",54,"LKA","Sri Lanka","1.35",2024,"","ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",54,"LKA","Sri Lanka","1.74",2025,"","Telecommunications Regulatory Commission of Sri Lanka and ITU Research; UNOPS","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",55,"CMR","Cameroon","10.13",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",55,"CMR","Cameroon","10.01",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",55,"CMR","Cameroon","8.02",2025,"","Agence de Régulation des Télécommunications; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",57,"COG","Congo (Rep. of the)","21.25",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",57,"COG","Congo (Rep. of the)","13.13",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",57,"COG","Congo (Rep. of the)","10.2",2025,"","Agence de Régulation des Postes et des Communications Electroniques and ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",58,"COM","Comoros","11.06",2023,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
36055,"i271mb_5GB$","Data-only mobile broadband basket 5 GB",,"% GNI per capita",58,"COM","Comoros","10.94",2024,"","ITU Research; IMF","Data-only mobile broadband basket 5 GB, as a % of GNI pc"
