token,weight
households-with-a-radio_1773179331042,0.013633214378354921
fixed-broadband-subscriptions-for-organizations_1773179779472,0.013462885374476196
individuals-with-ict-skills-digital-content-creation_1773179190447,0.012937094122689686
individuals-who-own-a-smart-telephone_1773179712205,0.012642257261726613
individuals-using-a-smart-phone_1773180105893,0.012642257261726611
data-only-mobile-broadband-basket-5-gb_1773180286372,0.012541612143218896
total-international-outgoing-telephone-traffic_1773180159124,0.012509699766177022
mobile-cellular-unsuccessful-call-ratio_1773180200737,0.012140691246591003
full-time-equivalent-telecommunication-employees_1773181155217,0.011958917400989085
outgoing-mobile-traffic-to-international_1773180146771,0.011608833509265845
individuals-with-ict-skills-safety_1773179204819,0.011606409999212424
households-with-telephone-fixed-or-mobile_1773179706015,0.0112131744609841
individuals-using-the-internet-by-type-of-activity_1773180045775,0.011011784541146744
fixed-telephone-subscriptions_1773181576496,0.01099634163464096
packet-latency-for-mobile-broadband_1773180194839,0.010952923272548383
individuals-with-ict-skills-problem-solving_1773179208879,0.010850326501147426
international-outgoing-fixed-telephone-traffic_1773180166948,0.01034100416033234
households-with-a-computer-by-type_1773179718113,0.010312218294650049
average-upload-throughput-for-mobile-broadband_1773180197807,0.009984926854055012
international-incoming-and-outgoing-fixed-telephone-traffic_1773180164342,0.0068806724414964895
international-incoming-fixed-telephone-traffic_1773180161582,0.00666986972776916
total-international-telephone-traffic_1773180156280,0.006382542440741897
total-international-incoming-telephone-traffic_1773180152505,0.006205758793354746
reasons-for-not-having-internet-access-i-e-barriers_1773179731696,0.005938950404725725
outgoing-mobile-traffic-to-fixed-networks_1773180149725,0.0057149427739833876
revenue-from-all-telecommunication-services_1773181149377,0.004799236926943655
sms-sent_1773180143082,0.00422758528496906
incoming-international-traffic-to-mobile-network_1773179949629,0.0023248392431940673
population-coverage-by-mobile-network-technology_1773179750049,0.0022118057855507627
annual-investment-in-telecommunication-services_1773180924383,0.0016686113987938362
revenue-from-mobile-networks_1773181146564,0.0002724004217143335
fixed-telephone-numbers-ported_1773179740460,3.6426887421115574e-19
mobile-broadband-data-and-voice-low-consumption-basket-total-70-min-50-sms-1-gb_1773180289637,0.0
mobile-broadband-data-and-voice-high-consumption-basket-total-140-min-20-sms-5-gb_1773180284300,0.0
number-of-internet-exchange-points-ix-ps_1773179936929,0.0
number-of-internet-service-providers-is-ps_1773179939581,0.0
number-of-individuals-who-purchased-goods-or-services-online-by-type-of-payment-channel_1773179995187,0.0
number-of-individuals-who-purchased-goods-or-servies-online-by-type-of-goods-and-services-purchased-online_1773179987411,0.0
number-of-individuals-who-purchased-goods-or-services-online-by-method-of-delivery_1773179982408,0.0
number-of-countries-with-which-there-is-an-operator-level-roaming-agreement_1773179957307,0.0
number-of-countries-with-which-there-is-a-country-level-roaming-agreement_1773179954846,0.0
subscriptions-to-fixed-broadband-fixed-telephone-and-pay-tv-bundles_1773179764322,0.0
