seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,dataValue 1,dataValue 2,dataValue 3,dataValue 4,dataValue 5,dataValue 6,dataValue 7,dataValue 8,dataValue 9,dataValue 10,dataValue 11,source_file,dataValue 12,dataValue 13,dataValue 14
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,171,NPL,Nepal (Republic of),,2011,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,171,NPL,Nepal (Republic of),,2012,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,171,NPL,Nepal (Republic of),,2013,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,171,NPL,Nepal (Republic of),,2014,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2007,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2008,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2009,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2010,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2011,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2012,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2013,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2014,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2015,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2016,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2017,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2018,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2019,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2020,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2021,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2022,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,182,PAK,Pakistan,,2024,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2006,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2007,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2008,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2009,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2010,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2011,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2012,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2013,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2014,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2018,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2019,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2020,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2021,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2022,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,229,THA,Thailand,,2024,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,250,VNM,Viet Nam,,2011,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,250,VNM,Viet Nam,,2012,,,,,,,,,,,,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,
