seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,_source_file,dataValue 1,dataValue 2,dataValue 3,dataValue 4,dataValue 5,dataValue 6,dataValue 7,dataValue 8,dataValue 9,dataValue 10,dataValue 11,dataValue 12,dataValue 13,dataValue 14
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,3.01,2010,HIES Survey report 2010,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,3.88,2011,provisional figure.,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,4.8,2012,,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,5.6653,2013,Labour Force Survey 2013,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,2.66385496183206,2017,"Q-20. Do you have any Computers/Laptops/Notebooks/ Tablets in your household? (Yes-1, No-2)",Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,5.7,2018,Refers to computer and laptop.,DHS.,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,5.6,2019,,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,8.66793436998795,2021,,Bangladesh Bureau of Statistics (BBS),"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
12046,xHH4_IDI,Households with a computer,,%,34,BGD,Bangladesh,8.92380128164499,2023,,Bangladesh Bureau of Statistics,"Refers to the proportion of households that have a computer. A computer refers to a desktop computer, a laptop (portable) computer or a tablet (or similar handheld computer).",households-with-a-computer_1773179715423.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,1323520.0,2014,,Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,1333760.0,2015,,Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,1515520.0,2016,"June,2017",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,9781721.0,2017,"June,2018",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,1536000.0,2018,"June,2019",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,2750000.0,2019,"December, 2019",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,2710360.0,2020,"June, 2021",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,4814705.0,2021,"June, 2022#In the previous submission (column of 2020) only the internet bandwidth data was provided. As per metadata, data for all international links is provided and revised for June 2022 and onwards.",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,5805000.0,2022,"June, 2023",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,11299777.0,2023,"June, 2024",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
19255,i4214l,Lit/equipped international bandwidth capacity,,Mbit/s,34,BGD,Bangladesh,12236285.0,2024,"December, 2024",Bangladesh Telecommunication Regulatory Commission,"Refers to the total lit/equipped capacity of international links, namely fiber-optic cables, international radio links and satellite uplinks to orbital satellites in the end of the reference year (expressed in Mbit/s).",lit-equipped-international-bandwidth-capacity_1773179797609.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,785.0,2019,"A total of 785 MHz spectrum is reserved for IMT from 700 MHz, 800 MHz, 900 MHz, 1800 MHz, 2100 MHz, 2.5 GHz & 3.5 GHz Bands.",Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,785.0,2020,"A total of 785 MHz spectrum is reserved for IMT from 700 MHz, 800 MHz, 900 MHz, 1800 MHz, 2100 MHz, 2.5 GHz and 3.5 GHz bands.",Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,1030.0,2021,"A total of 1030 MHz spectrum is identified for IMT from 700 MHz, 800 MHz900 MHz, 1800 MHz, 2100 MHz,2.3 GHz, 2.5 GHz and 3.5 GHz bands.",Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,1030.0,2022,,Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,1501.0,2023,"A Total 1501 MHz spectrum is reserved for IMT from 600 MHz, 700 MHz, 800 MHz, 900 MHz, 1400 MHz, 1800 MHz, 2100 MHz, 2300 MHz, 2600 MHz , 3.5 GHz and 7 GHz bands.",Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
33432,i271_spec_a,"Amount of spectrum offered for IMT systems, in MHz",,MHz,34,BGD,Bangladesh,1501.0,2024,"A Total 1501 MHz spectrum is reserved for IMT from 600 MHz, 700 MHz, 800 MHz, 900 MHz, 1400 MHz, 1800 MHz, 2100 MHz, 2300 MHz, 2600 MHz , 3.5 GHz and 7 GHz bands.",Bangladesh Telecommunication Regulatory Commission,"Amount of spectrum offered for IMT systems, in MHz",amount-of-spectrum-offered-for-imt-systems-in-m-hz_1773181112616.csv,,,,,,,,,,,,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,34,BGD,Bangladesh,,2012,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,,,,,,,,,,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,34,BGD,Bangladesh,,2013,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,,,,,,,,,,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,34,BGD,Bangladesh,,2015,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,,,,,,,,,,,,
3945,trQOS_MonitoringRequired,Quality of service monitoring required,,,34,BGD,Bangladesh,,2018,,,,quality-of-service-qo-s-regulatory-framework_1773180185168.csv,,,,,,,,,,,,,,
